"id_unique","bi08_no","bi08_text","bi08c","bi08d_a","bi08d_b","bi08d_c","bi08d_d","wgt"
"S6_1334",1,"PADDY AGRICULTURE",3,0,23,0,23,13170
"S6_1366",1,"VANAME SHRIMP CULTIVATION",3,0,3,1,4,13170
"S6_1372",1,"SOUND SYSTEM RENT SERVICE",3,0,2,0,2,13170
"S6_1372",2,"ELECTRONIC EQUIPMENTS SERVICE",3,0,0,0,0,13170
"S6_1381",1,"DUCK FARMING",3,0,0,0,0,13170
"S6_1406",2,"GROCERIES STALL",1,0,0,1,1,13170
"S6_1406",1,"FISHING TOOLS REPAIRMENT SERVICES",1,0,0,1,1,13170
"S6_1445",1,"SALT WATER FISHING USING BOAT",3,5,0,0,5,13170
"S6_145",1,"ICE CUBE PRODUCTION ",3,0,0,1,1,13170
"S6_1455",1,"ELECTRIC WELDING WORKSHOP",3,5,0,0,5,13170
"S6_1467",1,"HANDPHONE COUNTER",3,1,0,0,1,13170
"S6_1527",1,"RUKO RENT SERVICE",3,0,1,0,1,13170
"S6_153",1,"CHICKEN AND DUCK FARMING",3,0,0,2,2,13170
"S6_1548",1,"OJEK PUBLIC TRANSPORTATION",3,0,0,0,0,13170
"S6_1563",2,"CAT FISH CULTIVATION",3,0,0,1,1,13170
"S6_1563",1,"PADDY AGRICULTURE",3,0,2,0,2,13170
"S6_1564",1,"CHICKEN FARMING",3,0,0,1,1,13170
"S6_1566",1,"PADDY AGRICULTURE",3,0,14,3,17,13170
"S6_1570",1,"WHOLESALE OF PADDY AS ORDER",3,0,2,0,2,13170
"S6_1619",1,"SELLING SNACKS AND CAKES ",1,0,0,0,0,13170
"S6_1627",1,"AGRICULTURE INPUTS STORE",3,0,0,2,2,13170
"S6_1640",1,"PADDY AND TOBACCO AGRICULTURE",3,0,5,0,5,13170
"S6_1649",1,"HOUSE RENT FOR KOS",3,0,2,0,2,13170
"S6_1660",1,"GOAT FARMING",3,0,0,0,0,13170
"S6_1665",1,"GOAT FARMING",3,0,0,3,3,13170
"S6_1667",1,"PADDY AND CORN AGRICULTURE",2,0,12,2,14,13170
"S6_170",1,"SOUND SYSTEM RENTAL SERVICE",3,0,3,0,3,13170
"S6_1705",1,"SENGON SEEDING BUSINESS",3,4,0,1,5,13170
"S6_1729",1,"CATTLE FARMING",3,0,1,0,1,13170
"S6_1745",1,"STREET SELLING OF FISHES AND VEGETABLES",1,0,0,1,1,13170
"S6_1779",2,"TRADING USED MOTORCYCLE",3,0,0,0,0,13170
"S6_1779",1,"CAT FISH CULTIVATION",3,0,0,0,0,13170
"S6_1873",1,"MIDDLEMAN OF USED VEHICLE AND USED CELLPHONE",3,0,0,0,0,13170
"S6_1875",1,"PADDY AGRICULTURE",3,0,0,1,1,13170
"S6_19",1,"USED MOTORCYCLE TRADING",3,0,0,0,0,13170
"S6_1927",1,"MOLEN RENT FOR TRANSPORTING MATERIALS ",3,0,1,0,1,13170
"S6_1949",1,"WHOLESALE OF MANGO FROM FARMER TO RETAILER TRADER",3,0,10,1,11,13170
"S6_1971",1,"CHICKEN FARMING",3,0,0,1,1,13170
"S6_2150",1,"USED VEHICLE TRADING ",1,0,0,0,0,13170
"S6_2156",1,"COFFEE AND CLOVE PLANTATION",3,0,3,1,4,13170
"S6_2169",1,"CONSTRUCTION",1,8,7,0,15,13170
"S6_228",1,"PADDY AGRICULTURE",3,0,15,4,19,13170
"S6_2330",1,"TOBBACO PLANTATION",1,5,3,0,8,13170
"S6_2337",1,"ELECTRONIC EQUIPMENTS SERVICE: TV, ETC",1,0,0,0,0,13170
"S6_2338",1,"TRANSPORTATION RENT FOR MATERIALS",3,1,1,0,2,13170
"S6_2339",1,"SELLING SLIPPERS IN MARKET",3,0,0,1,1,13170
"S6_2443",2,"RETAIL OF CHICKEN IN HOME",3,0,0,0,0,13170
"S6_2443",1,"PADDY AGRICULTURE",3,0,3,7,10,13170
"S6_2468",1,"PRODUCTION OF STICKY BROOMS",3,0,0,2,2,13170
"S6_2492",2,"CHILI AGRICULTURE",3,0,3,0,3,13170
"S6_2492",1,"AVOCADO PLANTATION",3,0,4,0,4,13170
"S6_264",1,"PADDY AGRICULTURE",3,0,5,1,6,13170
"S6_2668",1,"CATERING FOR FOODS AND BEVERAGES",3,0,2,2,4,13170
"S6_269",1,"VEGETABLES AGRICULTURE",3,0,2,1,3,13170
"S6_282",1,"CHICKEN FARMING",3,0,0,1,1,13170
"S6_293",1,"GROCERIES STORE ",1,0,0,1,1,13170
"S6_356",1,"CASSAVA AGRICULTURE",3,0,3,0,3,13170
"S6_3989",1,"GROCERIES STORE ",1,0,0,1,1,13170
"S6_3996",1,"PADDY AGRICULTURE",3,0,19,3,22,13170
"S6_410",1,"USED MOTORCYCLE TRADING",1,0,0,0,0,13170
"S6_423",1,"CAT FISH CULTIVATION",3,0,0,1,1,13170
"S6_436",2,"AIRTIME TOPUP COUNTER",3,0,0,1,1,13170
"S6_436",1,"CAT FISH CULTIVATION",3,0,0,1,1,13170
"S6_456",1,"GROCERIES STORE AND SNACKS",1,0,0,2,2,13170
"S6_460",1,"MASSAGE SERVICE",3,0,0,0,0,13170
"S6_460",2,"KELENGKENG PLANTATION",3,0,1,0,1,13170
"S6_460",3,"MENTOG LIVESTOCK",3,0,0,2,2,13170
"S6_482",1,"PADDY AGRICULTURE",3,3,6,0,9,13170
"S6_509",1,"PRODUCTION OF SAROONG",3,0,0,0,0,13170
"S6_52",1,"PADDY AGRICULTURE",3,0,2,1,3,13170
"S6_54",1,"ORANGE PLANTATION WITH PROFIT SHARING MECHANISM",2,0,0,1,1,13170
"S6_546",1,"AGRICULTURE",3,4,10,2,16,13170
"S6_55",2,"CASSAVA AND COFFEE PLANTATION",3,0,0,1,1,13170
"S6_55",1,"GOAT FARMING",3,0,0,1,1,13170
"S6_650",1,"PADDY AGRICULTURE",3,0,2,1,3,13170
"S6_664",1,"PADDY AGRICULTURE",3,0,5,2,7,13170
"S6_679",1,"DUCK FARMING",3,0,0,1,1,13170
"S6_71",1,"PADDY AGRICULTURE",3,0,6,0,6,13170
"S6_717",1,"SELLING BIRD VIA ONLINE",3,0,0,0,0,13170
"S6_738",1,"PADDY AND TOBACCO AGRICULTURE",3,0,38,2,40,13170
"S6_770",1,"GOAT FARMING",3,0,0,1,1,13170
"S6_774",1,"CATTLE FARMING",3,0,0,1,1,13170
"S6_786",1,"CAR RENT SERVICE",3,0,2,0,2,13170
"S6_81",1,"CORN AGRICULTURE",3,0,4,1,5,13170
"S6_830",1,"RETAIL OH HP'S ACCESSORIES (CHASING) FROM HOME, VIA OFFLINE AND ONLINE",3,0,0,0,0,13170
"S6_932",1,"PADDY AGRICULTURE",3,0,23,2,25,13170
"S6_94",1,"FISH CULTIVATION",3,0,0,0,0,13170
"S6_944",1,"VIDEO SHOOTING AND PHOTOGRAPHER SERVICE",3,0,7,0,7,13170
"S6_96",1,"RETAIL OF VEGETABLES IN KIOSK IN MARKET",3,0,0,1,1,13170
"S6_972",1,"RETAIL OF CAT FISH FEED",3,0,0,0,0,13170
"S6_976",1,"PADDY AGRICULTURE",3,0,2,0,2,13170
"S7_12",1,"PRODUCTION AND SELLING OF CUMI SAMBAL DAN KELOTOK SAMBAL IN PACKAGE; WEDANG UWUH AND WEDANG POKAK ""CANDRA KARYA""",3,0,0,1,1,1236
"S7_30",1,"RETAIL OF CLOTHES AND HOME APPLIANCES",3,0,0,1,1,1236
"S7_33",1,"SELLING FROZEN FOODS",3,0,0,2,2,1236
"S7_61",1,"PADDY AGRICULTURE",3,17,3,1,21,1236
"S7_61",3,"CATTLE FARMING",3,0,0,0,0,1236
"S7_61",2,"PALAWIJA AGRICULTURE",3,0,0,0,0,1236
"S7_68",1,"AGRICULTURE KIOSKS (SELLING FERTILIZER AND PESTICIDE)",3,0,1,0,1,1236
"S7_79",1,"ELECTRIC EQUIPMENTS STORE: LAMPS, CABLE, ETC",3,0,0,1,1,1236
"S7_95",1,"RETAIL OF GASOLINE AND AIRTIME TOP UP FROM HOME",3,0,0,1,1,1236
"S8_116",1,"PADDY AGRICULTURE",3,0,15,0,15,2518
"S8_125",1,"PADDY AGRICULTURE",3,0,15,1,16,2518
"S8_189",1,"FOOD STALL OF CHICKEN NOODLES",1,0,2,1,3,2518
"S8_189",2,"CATTLE FARMING",1,0,0,0,0,2518
"S8_39",1,"CHICKEN FARMING",3,1,0,0,1,2518
"S8_53",1,"MIDDLEMAN OF VEHICLE TRADING",3,0,0,0,0,2518
"S8_7",1,"PADDY AGRICULTURE",3,0,3,1,4,2518
"S8_90",1,"AIRTIME TOPUP COUNTER",1,0,0,0,0,2518
"S9_12",1,"HOUSE RENT FOR KOS",3,0,0,0,0,998
"S9_21",1,"CATERING SERVICE",3,0,1,0,1,998
"S9_21",2,"BANK MANDIRI AGENT",3,0,0,0,0,998
"S9_30",3,"STATION OF GASOLINE PERTAMINI",1,1,0,0,1,998
"S9_30",1,"CLOTHES STORE",3,2,0,0,2,998
"S9_30",2,"REFILL OF MINERAL WATER",3,1,0,0,1,998
"S9_41",1,"FOOD STALL SELLING FOOD AND BEVERAGES IN HOME",3,0,0,2,2,998
"S9_43",1,"HOME APPLIANCES STORE: BOWL, PAN, BROOM, ETC",3,4,0,0,4,998
"S9_43",2,"RETAIL OF DAILY NEEDS: CLOTHES, HANDPHONE, BAGS, BVIA CREDIT FROM HOME",3,0,0,0,0,998
"S9_54",1,"PRODUCTION OF DACRON PILLOW",3,0,0,1,1,998
"S9_61",1,"PRODUCTION OF TRADITIONAL CAKES SOLD TO STALLS",3,0,0,0,0,998
